,Comments
270,"Indio Timelapse
2 weeks ago
The media should stop escalating the issue. 130k Russian Troops is not enough for an invasion force.
REPLY"
271,"totalfreedom45
2 weeks ago
Older men start wars, but younger men fight them. —Albert Einstein
Nothing will end war unless the peoples themselves refuse to go to war. —Albert Einstein
The pioneers of a warless world are the young men and women who refuse military service. —Albert Einstein
💕 ☮ 🌎 🌌
REPLY"
272,"Ivan Pantaleon
2 weeks ago
Next…alien invasion
11
REPLY"
273,"Cat Ster
2 weeks ago
Planet Earth and Humanity on it DOES NOT NEED MORE WAR.. We Need And Want Unity Love and Peace..
REPLY"
274,"Frank Corleone
2 weeks ago
Biden should be a greeter at Walmart instead of having a heart attack trying to recite the teleprompter
10
REPLY"
275,"Obersturmführer Klein
2 weeks ago
Can we start holding the media accountable? Seriously, we need to be shutting down these people
REPLY"
276,"Jeremy Harnishfeger
2 weeks ago
We miss Trump peace time and prosperous economy.
REPLY"
277,"Jass Bajwa
2 weeks ago
🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺👍
REPLY"
278,"Sergio Apodaca
2 weeks ago
They just keep saying that
4
REPLY"
279,"picasso _
2 weeks ago
No panic in Kyev. Because the Russians are brothers.
REPLY"
280,"dj Raff
2 weeks ago
nuclear war getting closer🤯🙈
12
REPLY"
281,"nick cooper
2 weeks ago
If Joe goes there for a visit please keep him
3
REPLY"
282,"Local Guy
2 weeks ago
Maybe if Biden gives Putin a stimulus check he will chill out a little bit.
REPLY"
283,"bartenderzzz
2 weeks ago
Yet crime is out of control in our own country.
REPLY"
284,"Noob Plays
2 weeks ago
Our children's children will have the opportunity to collect world war 3 memorabilia and sell them in the future
1
REPLY"
285,"WAY 2 NATURE
2 weeks ago
Zelensky: You made me ...
US: No you are on your own 😁.
REPLY"
286,"А Б
2 weeks ago
А вы всё туже шарманку крутите?) Мы ещё не вторглись?) А я уже хотел квартиру в Киеве покупать... Один и тот же цирк, один и тот же
6
REPLY"
287,"Fenris Unchained
2 weeks ago
When I count to 3 and snap my fingers you will awaken refreshed and confident about everything you have ever been told.  ""1......2....""
REPLY"
288,"Rafis Garipov
2 weeks ago
It is all the consequences of NATO arrogance and ignorance of Russian concerns announced in 2007 on the München conference
REPLY"
289,"medusa
2 weeks ago
Peace at home peace in the world  listen to Mustafa Kemal Atatürk as a soldier himself for many years he knew how devastating war is for human kind.
REPLY"
290,"Armando Radd
2 weeks ago
I pray for the people of Ukraine, but I much rather have a free Cuba!!!! I would love to see the Russians out of Cuba!!!! (And Syria)
But the United States has no backbone. That’s why if Russia invaded Ukraine, the US will not help!
It’s all talk what the US will do if Russia invades! 
Read more
REPLY"
291,"Julian Ruvalcaba
2 weeks ago
If the media covers it. Its not going to happen
1
REPLY"
292,"Toby Sirus
2 weeks ago
Why did Putin have his pilot fly 500KM around NATO countries in 2012 when no threat was present? Why did Putin reject an invitation by Zelensky to meet close to the Ukranian Crimea front lines? Why does Putin refuse to meet with the Dutch MH17 crash investigation board when he says he has proof that Russia did not shoot down that aircraft? Seems he would show more courage seeing that he expects his soldiers to die in Ukraine for his beliefs.
Read more
3
REPLY"
293,"Kelley McFadden
2 weeks ago
We don't know what tomorrow may bring! I'd like to share my best friend's story with anyone who will listen.

Precious Memories- By Sonya Lakey
We had no idea that the evening of September 24th, 2021, would be the last night our family would be complete. We laughed together, played games, sang, and enjoyed listening as our oldest son played the piano for us.  I packed a lunch for him (which he usually did for himself) for the church hike he was going on the following day.
Read more
REPLY"
294,"4K HD Free Stock Footage No Copyrights
2 weeks ago
Well Done Russia... You should protect your integrity in the Ukrainian waters.... You shouldn't allow US to contain you... You are much well equipped than Talban... If Talban can do it, you can too...
REPLY"
295,"The Galactic Cats Studios
8 days ago
Please Change The Entire World We Need To Stand For Ourself

 If Russians Are Reading This: Please At Least Care For Ukrian
Read more
1
REPLY"
296,"TheDailyExperience
2 weeks ago (edited)
A republic with a democracy (America), is not the only way to govern a nation.  America needs to stop trying force or influence it's version of democracy (the one it's trying to form in America and around the world) on other nations to govern their country the way the United States wants it to be done. There are many ways to govern a country.  No other county has to do it the way Americans wants it to be done.
1
REPLY"
297,"Ma ma Bear
2 weeks ago
So sad and horrible these things have to happen why can't peace be in everything and everyone.   Around the world.
REPLY"
298,"Chris White
2 weeks ago
We should immediately deploy our secret weapon: Corporal Emma and her two moms
3
REPLY"
299,"چیلی خان
2 weeks ago
Can’t wait for the fight
REPLY"
300,"Dalia De Angelis
2 weeks ago
Holy Mary protect us all. Amen.
3
REPLY"
301,"Jazzy J
2 weeks ago
This is the most unifying president in history. He’s gonna save us like Afganistán, inflation and the border! Brandon is doing the best job ever!! Never underestimate Joes ability to F things up. Barack Obama
REPLY"
302,"Nency-💖 𝐹**СК МЕ - СНЕ𝒞𝒦 𝑀𝒴 Р𝑅𝟢𝐹𝐼𝐿Е🔞
2 weeks ago
I won’t get into an ethical dilemma, I couldn’t care less about which side I support, I just will say this:
It is easy for men which seldom have seen the powers of war, to order about the troops at their command and order them into combat, and paraphrasing Bismarck “he who has glimpsed a dying soldier’s eyes, will think twice before starting a war”. This is regardless of whether the Russian president orders an attack, or wether the Ukrainian president orders a recapture of Crimea and the Donbas, or even if the president of the United States orders an all out attack. War is the last resort at the hands of a statesman, and its use is either the result of idiocy or the result of being desperate, both to be avoided by the prudent and the wise, I expect better out of them.
Read more
REPLY"
303,"Marie M
2 weeks ago
“We got money for wars but can’t feed the poor.”
REPLY"
304,"TRE45ON is Bat5hit Crazy by Ulysses S. Grant*!!**
2 weeks ago
Shout out to George Floyd on 629 days of sobriety. It took some tough love but he did it. Say his name liberals!
10
REPLY"
305,"مظلوم في بلادي
2 weeks ago
يجب منع الحرب العالمية اللعينة و القذرة و يجب على روسيا و أوكرانيا التفاوض بالقلم لا بالسلاح ، لا تجعلا الماسونيين يتلاعبان بكما و السلام .
REPLY"
306,"Harry rodriguez
2 weeks ago
When is it going to start?
4
REPLY"
307,"Clara Luke
2 weeks ago
Because of the economic crisis and the rate of unemployment, now is the best time to invest and make money💪. Its new year  already and Bitcoin will pump to $100k very soon. Be wise and invest
45
REPLY"
308,"Ghost Face
2 weeks ago
These presidents should just box it out and see who wins and losers have to withdraw. I'm sorry to say biden would probably get his butt kicked lmao
REPLY"
309,"Hey I'm kyle
2 weeks ago
Wow... I guess humans never actually learn
REPLY"
310,"Hùng Kiệt
2 weeks ago
I can't wait for the rapture🙌
REPLY"
311,"Petice PH
2 weeks ago
Yeahh another action in the world I mean it's been 8 years since Ukraine and Russia are fighting
1
REPLY"
312,"Dean Lion
2 weeks ago
West call Putin: "" what you waiting for"" ? ...Putin: "" no,I do not want to attacks"" ?! West: YES YOU DO 😡
40
REPLY"
313,"Jay Will6
2 weeks ago
Emma and her two moms will keep me safe. Feeling blessed.
REPLY"
314,"Darth Revan
2 weeks ago
All Russia would have to do is play Insults on a huge speaker and America would flee in terror of have their feelings hurt 🤣
REPLY"
315,"Rehab Masters
2 weeks ago
Pls maintain world peace ☮️
REPLY"
316,"Thana Ang
2 weeks ago
I don't understand why NATO can just assure that Ukraine will not be NATO member.
REPLY"
317,"Karis Simpson
2 weeks ago
Nothing new, more war hysteria, but finally some footage of the scary Russians!
REPLY"
318,"Mats
2 weeks ago
America.... the greatest show on earth. Anyone buying this BS?
19
REPLY"
319,"Bob Hope
2 weeks ago
History isn't linear. 
History is a never-ending circle.
1
REPLY"
320,"VIX
2 weeks ago
Imagine if next Monday morning you’re walking to work, sipping your hot latte, looking at the clear sky when all of a sudden a flash of light quickly intensifies your skin melts and blood starts coming out from your ears and eyes…
Read more
5
REPLY"
321,"TRE45ON is Bat5hit Crazy by Ulysses S. Grant*!!**
2 weeks ago
To all libs… Go love yourself and let’s go Brandon, I agree!!!
REPLY"
322,"904 Jagzsuck
2 weeks ago
Brandon's ""swift and severe"" response will be to say he'll issue another ""swift and severe"" response.
2
REPLY"
323,"Roman F
2 weeks ago
I remember, as my father told me about the 2nd WW as he was a Child, and he told me what the Red Army does and what the GI ‚s was for him, rape and killing on one side, bubble gum, Chocolate and drive in Willys Jeep on the other- what would you choose to love more.
REPLY"
324,"Conmon115
2 weeks ago
We just got out of a war Biden. I really don’t want the plot of Modern Warfare 2 to become a reality so please just let America recover.
18
REPLY"
325,"Blaine Sitter
13 days ago
If US intel say's Russia will invade , I say someone is negotiating a pipeline
REPLY"
326,"Carlos Lima
2 weeks ago
THANK YOU JOE BIDEM GREAT JOB
11
REPLY"
327,"Elmer Kilred
2 weeks ago
Russia retakes Ukraine, Serbians retakes Bosnia, China retakes Taiwan, Iran takes Iraq,  Syria and Palestine takes Israel, and North Korea takes South Korea. All at the same time.
1
REPLY"
328,"Yoshimie Shin
2 weeks ago
As Jesus was sitting on the Mount of Olives, the disciples came to him privately. "" they said, "" when will this happen, and what will be the sign of your coming and of the end of the age?"" Jesus answered,Nation will rise against nation, and kingdom against kingdom. There will be famines and earthquakes in various places. All these are the beginning of birth pains! (Book of Bible, M24:3,7-8)
REPLY"
329,"Starfish Bandit
2 weeks ago
“Swiftly, and decisively retreat” biden
2
REPLY"
330,"frannie swannie
2 weeks ago
ian’s hairdo is lovely. what gel does he use?
REPLY"
331,"Kiraaa
2 weeks ago (edited)
If you tell a lie big enough and keep repeat it people will eventually come to believe it
REPLY"
332,"Billy H.Gunn
2 weeks ago
Dont worry BIDEN got this people. He gonna get to the basement swiftly and decisively.
5
REPLY"
333,"Clifford Ishii
2 weeks ago
Amid talk of war, people need to become Biblical Christians for faith, strength, and courage.
REPLY"
334,"Bruce Campbell
2 weeks ago
The sequel to Afghanistan is going to be great. Way to go Brandon.
17
REPLY"
335,"Me
2 weeks ago
What about securing our southern border?
REPLY"
336,"Spider Mite Sprayer
2 weeks ago
When asked if he would fight with Russia Joe Biden replied: ""depends.""
When the reporter asked what it depends on the president shouted ""DEPENDS"" BRING ME SOME DEPENDS, I'VE CRAPPED MY PANTS AGAIN!!!
7
REPLY"
337,"high tide low tide
2 weeks ago
May the US of A be victorious!
1
REPLY"
338,"Floreypottery
2 weeks ago
Russia has 130k troops we send a few thousand
4
REPLY"
339,"James
2 weeks ago
I really do hope Biden doesn’t screw up this time with his words and actions
1
REPLY"
340,"Dale Andrew Poulette
2 weeks ago
Canada should send them Truckers over to fight for freedom sence they love it so much. LMFAO!!
7
REPLY"
